Product_ID,Catagories,Product_Type,Product_Description,headings,Industries_WeldingProcess,Elements,Values
"OK,Tigrod,385",TIG Rods (GTAW),Stainless Steel Wires,"Bare, corrosion-resistant welding rods for welding austenitic stainless steels of the 20Cr-25Ni-4.5Mo-1.5Cu type. The weld metal has good resistance to stress corrosion and intergranular corrosion and shows very good resistance to attack in non-oxidising acids. The resistance to pitting and crevice corrosion is better than that of ordinary 18Cr-8Ni-Mo steels.",,,"Typical Tensile Properties,Elongation,Tensile Strength,Yield Strength,Typical Charpy V-Notch Properties,Impact Value,Testing Temperature,Typical Weld Metal Analysis %,Mn,Mo,Cu,C,Si,Ni,N,Cr,Approvals: ,Classifications: ,Alloy Type: ","
,
,37 %,78 ksi,49 ksi,
,
,88.5 ft-lb,68 °F,1.7 %,4.4 %,1.5 %,0.01 %,0.4 %,25.0 %,0.05 %,20.0 %,VdTÜV; 05444 (IT),EN ISO 14343-A; W 20 25 5 Cu L; Wire Electrode; SFA/AWS A5.9; ER385; Wire Electrode,Fully austenitic  (20 % Cr - 25 % Ni - 5 % Mo - 1.5 % Cu -  Low C)"
"OK,Tigrod,347Si",TIG Rods (GTAW),Stainless Steel Wires,"Bare, corrosion-resistant, chromium-nickel rods for welding austenitic chromium nickel alloys of the 18% Cr-8% Ni type.
OK Tigrod 347Si has good general corrosion resistance. The alloy is stabilised with niobium to improve resistance to the intergranular corrosion of the weld metal. The higher silicon content improves the welding properties such as wetting. Due to the niobium content, this alloy is recommended for use at higher temperatures.",,,"Typical Tensile Properties,Elongation,Tensile Strength,Yield Strength,Typical Charpy V-Notch Properties,Impact Value,Testing Temperature,Typical Weld Metal Analysis %,Mn,Mo,Cu,C,Nb,Si,Ferrite  FN,Ni,Cr,Deposition Data,Diameter,Approvals: ,Classifications: ,Alloy Type: ","
,
,35 %,93 ksi,64 ksi,
,
,66 ft-lb,68 °F,55 ft-lb,-76 °F,1.7 %,0.1 %,0.10 %,0.04 %,0.60 %,0.7 %,7 %,9.8 %,19 %,4 mm,1.2 mm,1.6 mm,1 mm,2 mm,2.4 mm,3.2 mm,NAKS/HAKC; 1.6MM-2.4MM; VdTÜV; 09736,EN ISO 14343-A; W 19 9 Nb Si; Wire Electrode; SFA/AWS A5.9; ER347Si; Wire Electrode; Werkstoffnummer; ~1.4551; Wire Electrode,Austenitic (with approx. 8 % ferrite) 19% Cr - 9% Ni - Nb"
"OK,Tigrod,347",TIG Rods (GTAW),Stainless Steel Wires,"Bare, corrosion-resistant, chromium-nickel rods for welding stabilised austenitic chromium-nickel alloys of the 18% Cr-8% Ni type.  The rods are stabilised with niobium, which provides good resistance to the intergranular corrosion of the weld metal. Due to the niobium content, this alloy is recommended for use at higher temperatures.",,,"Typical Tensile Properties,Elongation,Tensile Strength,Yield Strength,Typical Charpy V-Notch Properties,Impact Value,Testing Temperature,Typical Weld Metal Analysis %,Mn,Mo,Cu,C,Nb,Si,Ferrite  FN,Ni,Cr,Approvals: ,Classifications: ,Alloy Type: ","
,
,35 %,95 ksi,74 ksi,
,
,96 ft-lb,68 °F,1.4 %,0.10 %,0.05 %,0.04 %,0.50 %,0.4 %,7 %,9.5 %,19.3 %,NAKS/HAKC; 2.4mm,EN ISO 14343-A; W 19 9 Nb; Wire Electrode; SFA/AWS A5.9; ER347; Wire Electrode; Werkstoffnummer; ~1.4551; Wire Electrode,Austenitic (with approx. 8 % ferrite) 19% Cr - 9% Ni - Nb"
"OK,Tigrod,318Si",TIG Rods (GTAW),Stainless Steel Wires,"Bare, corrosion-resistant, stabilised, chromium-nickel-molybdenum wire for welding Cr-Ni-Mo and Cr-Ni stabilised or non-stabilised steels. OK Tigrod 318Si has good general corrosion resistance. The alloy is stabilised with niobium to improve resistance to the intergranular corrosion of the weld metal. The higher silicon content improves the welding properties such as wetting. Due to stabiliation by niobium, this alloy is recommended for service temperatures up to 400°C.",,,"Typical Tensile Properties,Elongation,Tensile Strength,Yield Strength,Typical Charpy V-Notch Properties,Impact Value,Testing Temperature,Typical Weld Metal Analysis %,Mn,Mo,Cu,C,Nb,Si,Ferrite  FN,Ni,Cr,Deposition Data,Diameter,Approvals: ,Classifications: ,Alloy Type: ","
,
,35 %,89 ksi,67 ksi,
,
,29.5 ft-lb,68 °F,52 ft-lb,-76 °F,1.7 %,2.60 %,0.10 %,0.05 %,0.50 %,0.8 %,6 %,11.9 %,18.8 %,4 mm,1.2 mm,2 mm,1.6 mm,1 mm,2.4 mm,3.2 mm,CE; EN 13479; DB; 43.039.15; VdTÜV; 09737,EN ISO 14343-A; W 19 12 3 Nb Si; Wire Electrode; Werkstoffnummer; ~1.4576; Wire Electrode,Austenitic (with approx. 7 % ferrite) 19% Cr - 12% Ni - 3 % Mo - Nb"
"OK,Tigrod,316L",TIG Rods (GTAW),Stainless Steel Wires,"Bare corrosion resisting chromium-nickel-molybdenium welding rods for welding of austenitic stainless alloys of 18% Cr - 8% Ni and 18% Cr - 10% Ni - 3% Mo-types. OK Tigrod 316L has a good general corrosion resistance, particularly against corrosion in acid and chlorinated environments. The alloy has a low carbon content which makes it particularly recommended where there is a risk of intergraular corrosion. The alloy is widely used in the chemical and food processing industries as well as in shipbuilding and various types of architectural structures.",,,"Typical Tensile Properties,Elongation,Tensile Strength,Yield Strength,Typical Charpy V-Notch Properties,Impact Value,Testing Temperature,Typical Weld Metal Analysis %,Mn,Mo,C,Si,FN WRC-92,Ni,N,Cr,Approvals: ,Classifications: ,Alloy Type: ","
,
,32 %,87 ksi,68 ksi,
,
,129 ft-lb,68 °F,96 ft-lb,-76 °F,88.5 ft-lb,-166 °F,55 ft-lb,-321 °F,1.7 %,2.6 %,0.01 %,0.4 %,7 %,12.0 %,0.04 %,18.2 %,ABS; ER 316L; BV; 316L BT; CE; EN 13479; CWB; ER316L; DNV-GL; VL 316 L (I1); NAKS/HAKC; 2.0-3.2 mm; VdTÜV; 04270,EN ISO 14343-A; W 19 12 3 L; Wire Electrode; SFA/AWS A5.9; ER316L; Wire Electrode; Werkstoffnummer; ~1.4430; Wire Electrode,Austenitic (with approx. 10 % ferrite) 19% Cr - 12% Ni - 3% Mo - Low C"
"OK,Tigrod,317L",TIG Rods (GTAW),Stainless Steel Wires,"Bare, corrosion-resistant, chromium-nickel-molybdenum welding rods for welding austenitic stainless alloys of the 19% Cr, 9% Ni, 3% Mo types. OK Tigrod 317L has good resistance to general corrosion and pitting due to its high content of molybdenum. The alloy has a low carbon content which makes it particularly recommended when there is a risk of intergranular corrosion. The alloy is used in severe corrosion conditions such as in the petrochemical, pulp and paper industries.",,,"Typical Tensile Properties,Elongation,Tensile Strength,Yield Strength,Typical Charpy V-Notch Properties,Impact Value,Testing Temperature,Typical Weld Metal Analysis %,Mn,Mo,Cu,C,Si,FN WRC-92,Ni,N,Cr,Deposition Data,Diameter,Classifications: ,Alloy Type: ","
,
,45 %,87 ksi,56.5 ksi,
,
,99.5 ft-lb,68 °F,40.5 ft-lb,-321 °F,1.4 %,3.6 %,0.05 %,0.01 %,0.4 %,7 %,13.6 %,0.05 %,18.9 %,1.6 mm,2 mm,2.4 mm,3.2 mm,EN ISO 14343-A; W18 15 3 L; Wire Electrode; SFA/AWS A5.9; ER317L; Wire Electrode,Austenitic (with approx. 8 % ferrite) 19% Cr - 12% Ni - 3% Mo - Low C"
"OK,Tigrod,316LSi",TIG Rods (GTAW),Stainless Steel Wires,"Bare, corrosion-resistant, chromium-nickel-molybdenum rods for welding austenitic stainless alloys of the 18% Cr-8% Ni and 18% Cr-10% Ni-3% Mo types.
OK Tigrod 316LSi has good general corrosion resistance, particularly to corrosion in acid and chlorinated environments. The alloy has a low carbon content which makes it particularly recommended when there is a risk of intergranular corrosion. The higher silicon content improves the welding properties such as wetting. The alloy is widely used in the chemical and food-processing industries, as well as in shipbuilding and various types of architectural structure.",,,"Typical Tensile Properties,Elongation,Tensile Strength,Yield Strength,Typical Charpy V-Notch Properties,Impact Value,Testing Temperature,Typical Weld Metal Analysis %,Mn,Mo,Cu,C,Si,Ferrite  FN,Ni,Cr,Deposition Data,Diameter,Approvals: ,Classifications: ,Alloy Type: ","
,
,33 %,91 ksi,72.5 ksi,
,
,129 ft-lb,68 °F,81 ft-lb,-166 °F,66 ft-lb,-321 °F,1.8 %,2.60 %,0.12 %,0.01 %,0.9 %,7 %,12.2 %,18.4 %,4 mm,1.2 mm,2 mm,1.6 mm,1 mm,2.4 mm,3.2 mm,BV; 316L BT; CE; EN 13479; DB; 43.039.06; DNV; 316L (-196°C); GL; 4429 (I1); NAKS/HAKC; 2.0MM-2.4MM; VdTÜV; 05336,EN ISO 14343-A; W 19 12 3 L Si; Wire Electrode; SFA/AWS A5.9; ER316LSi; Wire Electrode; Werkstoffnummer; ~1.4430; Wire Electrode,Austenitic (with approx. 8 % ferrite) 19% Cr - 12% Ni - 3% Mo - Low C- High Si"
"OK,Tigrod,312",TIG Rods (GTAW),Stainless Steel Wires,"Bare, corrosion-resistant, chromium-nickel welding rods for welding materials of the 29% Cr, 9% Ni types. OK Tigrod 312 has good oxidation resistance at high temperatures due to its high content of Cr. The alloy is widely used for joining dissimilar steels, especially if one of the components is fully austenitc, and for steels that are difficult to weld, i.e. machine components, tools and austenitic-manganese steels.",,,"Typical Tensile Properties,Elongation,Tensile Strength,Yield Strength,Typical Charpy V-Notch Properties,Impact Value,Testing Temperature,Typical Weld Metal Analysis %,Mn,Mo,Cu,C,Si,Ni,Cr,Classifications: ,Alloy Type: ","
,
,20 %,112 ksi,88.5 ksi,
,
,37 ft-lb,68 °F,1.6 %,0.20 %,0.14 %,0.10 %,0.4 %,8.8 %,30.7 %,EN ISO 14343-A; W 29 9; Wire Electrode; SFA/AWS A5.9; ER312; Wire Electrode,Ferritic-austenitic (29 % Cr - 9 % Ni)"
"OK,Tigrod,310",TIG Rods (GTAW),Stainless Steel Wires,"Bare, corrosion-resistant, chromium-nickel welding rod for welding heat-resistant austenitic steels of the 25Cr-20Ni type.
The wire has a high Cr content and provides good oxidation resistance at high temperatures. Common applications include industrial furnaces and boiler parts, as well as heat exchangers.",,,"Typical Tensile Properties,Elongation,Tensile Strength,Yield Strength,Typical Charpy V-Notch Properties,Impact Value,Testing Temperature,Typical Weld Metal Analysis %,Mn,Mo,Cu,C,Si,Ni,Cr,Classifications: ,Alloy Type: ","
,
,43 %,85.5 ksi,56.5 ksi,
,
,129 ft-lb,68 °F,44 ft-lb,-321 °F,1.6 %,0.10 %,0.05 %,0.10 %,0.4 %,20.7 %,25.8 %,EN ISO 14343-A; W 25 20; Wire Electrode; SFA/AWS A5.9; ER310; Wire Electrode,Fully austenitic (25 % Cr - 20 % Ni)"
"OK,Tigrod,309MoL",TIG Rods (GTAW),Stainless Steel Wires,"Bare, corrosion-resistant rod of “309LMo’’ type. OK Tigrod 309MoL is used for the overlay welding of unalloyed and low-alloyed steels and for welding dissimilar steels such as 316L to unalloyed and low-alloyed steels when Mo is essential.",,,"Typical Tensile Properties,Elongation,Tensile Strength,Yield Strength,Typical Charpy V-Notch Properties,Impact Value,Testing Temperature,Typical Weld Metal Analysis %,Mn,Mo,Cu,C,Si,Ni,Cr,Approvals: ,Classifications: ,Alloy Type: ","
,
,30 %,88.5 ksi,72.5 ksi,
,
,96 ft-lb,68 °F,48 ft-lb,-76 °F,1.5 %,2.5 %,0.12 %,0.01 %,0.4 %,14.6 %,21.4 %,DNV; 309MoL,EN ISO 14343-A; W 23 12 2 L; Wire Electrode; SFA/AWS A5.9; ER309LMo (mod); Wire Electrode,Austenitic (with approx. 8% ferrite) ""309LMo"",   22 % Cr - 15 % Ni - 3 % Mo - Low C"
"OK,Tigrod,309LSi",TIG Rods (GTAW),Stainless Steel Wires,"Bare, corrosion-resistant, chromium-nickel welding rod for welding steels with similar composition, wrought and cast steels of the 23% Cr-12% Ni types. The alloy is also used for welding buffer layers on CMn steels and for welding dissimilar joints. When using the wire for buffer layers and dissimilar joints, it is necessary to control the dilution of the weld.
OK Tigrod 309LSi has good general corrosion resistance. The higher silicon content improves the welding properties such as wetting.",,,"Typical Tensile Properties,Elongation,Tensile Strength,Yield Strength,Typical Charpy V-Notch Properties,Impact Value,Testing Temperature,Typical Weld Metal Analysis %,Mn,Mo,Cu,C,Si,Ferrite  FN,Ni,Cr,Approvals: ,Classifications: ,Alloy Type: ","
,
,32 %,92 ksi,69 ksi,
,
,111 ft-lb,68 °F,111 ft-lb,32 °F,111 ft-lb,-76 °F,96 ft-lb,-166 °F,1.7 %,0.15 %,0.12 %,0.02 %,0.9 %,9 %,13.5 %,23.4 %,CE; EN 13479; DB; 43.039.17; NAKS/HAKC; 2.4mm; VdTÜV; 12489,EN ISO 14343-A; W 23 12 L Si; Wire Electrode; SFA/AWS A5.9; ER309LSi; Wire Electrode; Werkstoffnummer; ~1.4332; Wire Electrode,Austenitic (with approx. 8 % ferrite)  24 % Cr - 13 % Ni - Low C"
"OK,Tigrod,309L",TIG Rods (GTAW),Stainless Steel Wires,"Bare corrosion resisting chromium-nickel welding rod for welding of similar steels of 24% Cr, 13% Ni types. The alloy is also used for welding of buffer layers on CMn steels and welding of dissimilar joints. When using the wire for buffer layers and dissimilar joints it is necessary to control the dilution of the weld. OK Tigrod 309L has a good general corrosion resistance. When used for joining dissimilar materials the corrosion resistance is of secondary importance.",,,"Typical Tensile Properties,Elongation,Tensile Strength,Yield Strength,Typical Charpy V-Notch Properties,Impact Value,Testing Temperature,Typical Weld Metal Analysis %,Mn,Mo,Cu,C,Si,FN WRC-92,Ni,N,Cr,Approvals: ,Classifications: ,Alloy Type: ","
,
,40 %,85.5 ksi,62 ksi,
,
,118 ft-lb,68 °F,96 ft-lb,-76 °F,66 ft-lb,-166 °F,1.8 %,0.10 %,0.08 %,0.02 %,0.4 %,9 %,13.4 %,0.05 %,23.2 %,CE; EN 13479; CWB; ER309L; NAKS/HAKC; 1.6MM; VdTÜV; 10021,EN ISO 14343-A; W 23 12 L; Wire Electrode; SFA/AWS A5.9; ER309L; Wire Electrode; Werkstoffnummer; ~1.4332; Wire Electrode,Austenitic (with approx. 10 % ferrite)  24 % Cr - 13 % Ni - Low C"
"OK,Tigrod,308LSi",TIG Rods (GTAW),Stainless Steel Wires,"Bare, corrosion-resistant, chromium-nickel rods for welding austenitic chromium-nickel alloys of the18% Cr-8% Ni type.
OK Tigrod 308LSi has good general corrosion resistance. The alloy has a low carbon content which makes it particularly recommended when there is a risk of intergranular corrosion. The higher silicon content improves the welding properties such as wetting. The alloy is widely used in the chemical and food-processing industries, as well as for pipes, tubes and boilers.",,,"Typical Tensile Properties,Elongation,Tensile Strength,Yield Strength,Typical Charpy V-Notch Properties,Impact Value,Testing Temperature,Typical Weld Metal Analysis %,Mn,Mo,Cu,C,Si,Ferrite  FN,Ni,Cr,Approvals: ,Classifications: ,Alloy Type: ","
,
,37 %,91 ksi,70 ksi,
,
,125 ft-lb,68 °F,111 ft-lb,-76 °F,103 ft-lb,-166 °F,55 ft-lb,-321 °F,1.8 %,0.15 %,0.10 %,0.01 %,0.9 %,9 %,10.5 %,19.9 %,BV; 308L BT; CE; EN 13479; DB; 43.039.11; DNV; 308L M; NAKS/HAKC; 2.0MM-3.2MM; VdTÜV; 05335,EN ISO 14343-A; W 19 9 L Si; Wire Electrode; SFA/AWS A5.9; ER308LSi; Wire Electrode; Werkstoffnummer; ~1.4316; Wire Electrode,Austenitic (with approx. 8 % ferrite) 19% Cr - 9% Ni - Low C"
"OK,Tigrod,308L",TIG Rods (GTAW),Stainless Steel Wires,"OK Tigrod 308L has a good general corrosion resistance. The alloy has a low carbon content which makes this alloy particularly recommended were there is a risk of intergranular corrosion. The alloy is widely used in the chemical and food processing industries as well as for pipes, tubes and boilers. For joining of stainless steels of 18% Cr - 8% Ni-type with low carbon content and Nb-stabilized steels of the same type if the service temperature will not exceed 350°C. Can also be used for welding of Cr-steels except in sulphur rich environments.",,,"Typical Tensile Properties,Elongation,Tensile Strength,Yield Strength,Typical Charpy V-Notch Properties,Impact Value,Testing Temperature,Typical Weld Metal Analysis %,Mn,Mo,Cu,C,Si,FN WRC-92,Ni,N,Cr,Approvals: ,Classifications: ,Alloy Type: ","
,
,36 %,88.5 ksi,70 ksi,
,
,125 ft-lb,68 °F,99.5 ft-lb,-112 °F,59 ft-lb,-321 °F,1.9 %,0.20 %,0.15 %,0.02 %,0.4 %,9 %,9.8 %,0.05 %,19.8 %,CE; EN 13479; CWB; ER308L; DNV-GL; VL 308 L (I1); NAKS/HAKC; 1.6-2.4 mm; VdTÜV; 04269,EN ISO 14343-A; W 19 9 L; Wire Electrode; SFA/AWS A5.9; ER308L; Wire Electrode; Werkstoffnummer; ~1.4316; Wire Electrode,Austenitic (with approx. 8 % ferrite) 19% Cr - 9% Ni - Low C"
"OK,Tigrod,308H",TIG Rods (GTAW),Stainless Steel Wires,"Bare, corrosion-resistant, chromium-nickel rods for welding austenic chromium-nickel alloys of the18% Cr-8% Ni type.
OK Tigrod 308H has good general corrosion resistance. The alloy has a high carbon content, which makes it suitable for applications at higher temperatures. The alloy is used in the chemical and petrochemical industries for the welding of tubes, cyclones and boilers.",,,"Typical Tensile Properties,Elongation,Tensile Strength,Yield Strength,Typical Weld Metal Analysis %,Mn,Mo,Cu,C,Si,Ni,Cr,Classifications: ,Alloy Type: ","
,
,30 %,80 ksi,51 ksi,1.9 %,0.15 %,0.1 %,0.05 %,0.5 %,9.2 %,19.8 %,EN ISO 14343-A; W 19 9 H; Wire Electrode; SFA/AWS A5.9; ER308H; Wire Electrode,Austenitic 19% Cr - 9% Ni - High C"
"OK,Tigrod,2509",TIG Rods (GTAW),Stainless Steel Wires,"Bare, corrosion-resistant, “Super Duplex’’ rods for welding austenitic-ferritic stainless alloys of the 25% Cr, 7% Ni, 4% Mo, low C types. OK Autrod 2509 has high intergranular-corrosion, pitting and stress-corrosion resistance. The alloy is widely used in applications where corrosion resistance is of the utmost importance. The pulp and paper industry, offshore and gas industry are areas of interest.",,,"Typical Tensile Properties,Elongation,Tensile Strength,Yield Strength,Typical Charpy V-Notch Properties,Impact Value,Testing Temperature,Typical Weld Metal Analysis %,Mn,Mo,Cu,C,Si,W,Ni,Cr,Approvals: ,Classifications: ,Alloy Type: ","
,
,37 %,121 ksi,96 ksi,
,
,147.5 ft-lb,-76 °F,133 ft-lb,-58 °F,0.4 %,4.0 %,< 0.3 %,< 0.02 %,0.4 %,< 1.0 %,9.8 %,25.0 %,UDT DIN 8556; VdTÜV 06593 (IT),EN ISO 14343; W 25 9 4 NL,Austenitic-ferritic (25 % Cr - 10 % Ni - 4 % Mo - Low C)"
"OK,Tigrod,2307",TIG Rods (GTAW),Stainless Steel Wires,"A continous, solid, corrosion-resistent duplex wire for welding austenitic-ferritic stainless alloys of the 21% Cr-1% Ni or 23% Cr-4% Ni type. Lean duplex types are used for civil engineering, storage tanks, containers, etc.
The welding should be done as for ordinary austenitic steels, but high amperages should be avoided and the interpass temperature should be maximum 150°C.",,,"Typical Tensile Properties,Elongation,Tensile Strength,Yield Strength,Typical Charpy V-Notch Properties,Impact Value,Testing Temperature,Typical Weld Metal Analysis %,Mn,Mo,Cu,C,Si,Ni,N,Cr,Approvals: ,Classifications: ","
,
,32 %,106 ksi,81 ksi,
,
,118 ft-lb,68 °F,44 ft-lb,-76 °F,1.4 %,3.20 %,0.2 %,0.01 %,0.5 %,7.1 %,0.15 %,23.2 %,CE; EN 13479,EN ISO 14343-A; W 23 7 N L; Wire Electrode"
"OK,Tigrod,2209",TIG Rods (GTAW),Stainless Steel Wires,"Bare, corrosion-resistant, duplex welding rods for welding austenitic-ferritic stainless alloys of the 22% Cr, 5% Ni, 3% Mo types.  OK Tigrod 2209 has high general corrosion resistance. In media containing chloride and hydrogen sulphide, the alloy has high resistance to intergranular corrosion, pitting and especially to stress corrosion. The alloy is used in a variety of applications across all industrial segments.",,,"Typical Tensile Properties,Elongation,Tensile Strength,Yield Strength,Elongation,Tensile Strength,Yield Strength,Typical Charpy V-Notch Properties,Impact Value,Testing Temperature,Impact Value,Testing Temperature,Typical Weld Metal Analysis %,Mn,Mo,C,Si,Ni,N,Cr,Deposition Data,Diameter,Approvals: ,Classifications: ,Alloy Type: ","
,
,34 %,106 ksi,65 ksi,
,
,28 %,111 ksi,87 ksi,
,
,96 ft-lb,68 °F,81 ft-lb,-4 °F,66 ft-lb,-76 °F,
,
,74 ft-lb,68 °F,-,14 °F,63 ft-lb,-76 °F,44 ft-lb,-76 °F,1.5 %,3.2 %,0.01 %,0.5 %,8.5 %,0.17 %,22.7 %,1.2 mm,2 mm,1.6 mm,2.4 mm,3.2 mm,CE; EN 13479; DB; 43.039.19; NAKS/HAKC; 2.0MM-3.2MM; VdTÜV; 13010; VdTÜV; 05519; Only for lot numbers starting with IT; VdTÜV; 06282; Only for lot numbers starting with FP,EN ISO 14343-A; W 22 9 3 N L; Wire Electrode; SFA/AWS A5.9; ER2209; Wire Electrode,Austenitic-ferritic (22.5 % Cr - 8 % Ni - 3 % Mo - Low C)"
"OK,Tigrod,18.22",TIG Rods (GTAW),Alumnium Wires,OK Tigrod 18.22 is suitable for welding aluminium alloys with a magnesium content of more than 3% where high strength is required. The alloy has a small addition of zirconium that has a fine graining effect that makes it less sensitive to hot cracking during solidification. Non-heat treatable.,,,"Typical Tensile Properties,Condition,Elongation,Tensile Strength,Yield Strength,Typical Charpy V-Notch Properties,Condition,Impact Value,Testing Temperature,Typical Weld Metal Analysis %,Mn,Cu,Ti,Si,Zr,Mg,Al,Classifications: ,Alloy Type: ","As Welded,25 %,48 ksi,23 ksi,As Welded,19 ft-lb,68 °F,0.8 %,0.03 %,0.03 %,0.06 %,0.1 %,5.8 %,92.93 %,Wire Electrode,IMPERIAL_Alloyed aluminium (Al + 6 % Mg + 0.8 % Mn + Ti + Zr)"
